name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barb.,Argentina,Armenia,Aruba,Ashmore and Cartier Is.,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Br. Indian Ocean Ter.,Brazil,British Virgin Is.,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Is.,Central African Rep.,Chad,Chile,China,Colombia,Comoros,Congo,Cook Is.,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Dem. Rep. Congo,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,Egypt,El Salvador,Eq. Guinea,Eritrea,Estonia,Ethiopia,Faeroe Is.,Falkland Is.,Fiji,Finland,Fr. Polynesia,Fr. S. Antarctic Lands,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard I. and McDonald Is.,Honduras,Hong Kong,Hungary,Iceland,India,Indian Ocean Ter.,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Is.,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,N. Cyprus,N. Mariana Is.,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Is.,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,S. Geo. and the Is.,S. Sudan,Saint Helena,Saint Lucia,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Siachen Glacier,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Is.,Somalia,Somaliland,South Africa,South Korea,Spain,Sri Lanka,St-Barthélemy,St-Martin,St. Kitts and Nevis,St. Pierre and Miquelon,St. Vin. and Gren.,Sudan,Suriname,Sweden,Switzerland,Syria,São Tomé and Principe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Is.,U.S. Virgin Is.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,W. Sahara,Wallis and Futuna Is.,Yemen,Zambia,Zimbabwe,eSwatini,Åland
Nauru,21,82,29,29,29,30,65,51,52,97,50,8,9,7,72,18,61,22,84,34,15,22,82,9,50,72,72,70,67,5,8,82,71,75,0,46,73,61,69,23,1,28,48,39,16,80,11,51,74,53,57,20,52,31,88,27,81,77,71,15,62,82,50,19,55,29,62,18,61,10,25,89,23,20,34,94,80,23,15,6,37,81,51,2,84,40,40,49,58,83,62,86,84,95,73,76,49,15,32,98,42,54,83,15,29,78,8,38,60,80,1,89,33,14,49,35,81,73,84,4,19,50,71,38,29,94,20,6,66,63,28,64,92,63,89,88,61,22,52,83,90,74,97,19,37,82,84,0,4,66,31,60,31,16,21,53,2,59,77,34,47,58,59,99,76,96,99,82,76,3,3,4,25,20,65,40,52,26,5,12,16,32,6,12,96,53,55,85,51,85,68,47,4,23,43,63,26,95,40,67,6,96,46,40,26,58,79,14,2,76,57,69,8,23,97,49,7,25,50,25,16,83,56,49,80,41,16,35,89,11,12,32,70,76,89,54,51,0,48,66,68
Nepal,70,62,22,12,45,19,54,4,23,42,61,69,32,63,66,75,78,66,75,53,41,35,42,64,5,2,71,53,5,39,65,84,20,75,97,58,27,95,19,15,88,12,54,97,10,47,27,31,65,64,83,79,87,36,49,23,90,58,1,8,13,74,50,97,59,83,59,76,88,99,40,76,26,78,37,97,0,22,51,1,80,85,39,47,93,35,27,96,28,15,47,91,96,24,26,74,19,95,71,1,36,53,86,41,54,55,93,27,29,1,74,84,94,72,20,84,29,47,56,28,16,73,55,46,13,86,87,55,37,61,69,27,16,20,90,60,78,73,43,57,86,80,99,41,47,34,81,42,0,74,16,30,42,25,98,53,55,93,48,82,81,56,79,46,48,45,33,59,98,10,62,64,21,53,85,79,62,10,86,55,25,94,45,82,19,91,13,67,3,14,65,30,83,47,52,29,17,81,25,43,15,0,69,52,59,32,63,60,14,72,78,19,58,42,22,49,66,62,0,29,65,21,21,79,84,81,26,68,54,42,51,91,16,13,83,45,86,47,55,56,46
Netherlands,34,89,19,34,68,81,31,10,92,82,3,25,51,37,2,93,94,62,46,58,45,85,24,14,36,54,46,15,40,36,8,29,85,40,29,95,59,49,6,0,72,27,94,95,8,16,96,80,93,57,69,40,52,57,66,45,84,57,41,89,4,3,10,10,38,4,70,69,14,23,99,21,39,35,86,31,92,83,22,69,91,36,27,31,38,78,16,8,96,0,86,14,50,7,6,48,82,60,70,89,8,70,58,49,39,23,21,58,90,15,17,97,98,45,6,80,28,65,6,40,33,47,47,24,84,85,4,40,99,75,78,74,32,49,94,24,42,55,36,40,50,25,45,4,73,72,49,36,84,0,91,92,19,48,16,71,31,99,29,41,85,66,2,33,44,27,2,59,27,99,33,2,4,27,62,58,6,28,98,85,31,62,29,74,80,64,80,87,3,57,50,58,14,50,41,62,15,89,49,69,31,25,7,46,68,73,46,39,32,30,38,9,23,25,82,35,4,94,34,50,68,13,22,13,40,28,30,82,40,18,80,60,20,92,73,45,40,80,79,73,88
New Caledonia,80,54,37,40,2,59,4,55,65,80,82,47,61,39,30,32,87,13,44,6,62,63,1,20,73,82,89,28,95,81,21,84,10,26,92,54,3,66,61,87,59,98,49,59,47,21,21,9,75,11,60,85,73,48,16,74,23,67,33,50,94,87,1,63,78,0,22,93,5,58,8,27,45,79,82,54,4,78,15,37,60,93,5,19,61,68,41,36,5,24,43,3,81,94,51,65,18,55,0,52,10,29,9,33,50,52,0,67,9,48,90,67,28,43,13,48,45,8,43,53,83,50,13,65,1,21,47,54,96,46,98,28,54,54,59,64,50,6,51,90,30,7,37,6,57,53,31,23,62,64,0,67,68,92,28,55,32,48,92,9,60,68,66,84,94,96,8,64,74,79,49,89,62,34,55,33,16,57,55,96,66,88,68,14,34,63,20,48,98,92,43,19,18,59,73,57,58,19,98,79,20,30,47,82,41,52,8,23,76,74,53,41,16,45,36,92,79,66,85,38,24,55,0,45,93,32,92,71,73,19,52,5,69,48,10,31,17,44,56,3,59
New Zealand,90,75,75,52,2,73,11,16,95,65,82,89,68,40,80,86,50,3,75,44,18,53,77,14,38,45,78,5,35,1,6,35,95,63,95,82,82,96,47,92,58,38,54,71,95,90,38,55,62,28,95,88,0,57,40,96,14,25,81,11,37,9,9,15,76,76,8,49,14,96,62,55,38,73,94,87,5,65,34,30,14,54,66,10,59,91,17,60,99,96,46,25,51,95,13,15,77,58,30,83,67,78,37,59,72,91,95,41,43,54,67,97,45,24,16,13,95,99,70,88,41,29,58,37,44,60,86,42,77,71,14,1,60,34,78,32,49,34,53,19,9,93,95,0,53,0,77,64,79,31,2,0,61,60,69,98,61,8,40,69,81,78,93,90,5,6,36,85,1,6,51,2,93,11,66,50,88,37,75,57,35,58,3,76,23,84,66,20,62,51,51,26,7,50,28,13,13,6,31,4,98,39,22,21,5,42,59,46,55,75,17,8,57,27,39,80,29,88,88,65,63,83,44,45,85,69,86,59,15,30,10,94,21,59,49,63,69,70,32,27,76
Nicaragua,82,25,8,67,42,18,91,77,9,46,23,6,42,80,55,53,79,82,94,88,0,30,6,52,60,74,91,79,74,98,3,30,99,32,72,38,59,73,49,21,1,11,8,33,1,15,39,68,22,30,32,60,97,44,19,93,43,10,31,91,4,21,90,17,38,31,2,76,78,67,4,15,11,8,69,85,9,52,53,81,48,93,55,89,73,94,43,76,14,8,26,57,10,89,7,3,62,78,53,46,84,96,85,18,5,44,36,51,0,68,65,62,64,4,37,54,82,87,97,42,17,7,3,86,98,8,27,88,57,30,53,35,87,54,97,40,15,6,46,6,77,15,86,93,94,93,45,39,34,86,88,82,0,97,8,11,34,32,40,1,64,36,42,97,97,30,74,45,55,87,48,65,7,52,58,24,29,80,41,18,98,82,23,78,12,30,95,66,45,89,57,87,49,62,3,75,68,20,87,82,61,50,25,31,39,94,43,34,22,57,69,69,56,64,25,80,7,20,64,79,10,61,92,88,57,51,1,52,54,55,65,21,78,81,5,48,73,69,30,64,13
Niger,75,12,9,88,12,51,93,71,22,6,23,38,56,71,6,4,57,17,83,98,24,48,86,98,93,70,89,93,66,54,92,63,35,73,18,73,5,65,15,19,41,35,41,52,12,2,94,19,79,26,12,73,6,33,83,53,3,81,86,26,68,43,23,59,73,97,90,70,15,17,3,17,35,17,87,57,64,23,99,98,95,36,75,5,32,27,52,20,35,80,0,87,18,90,39,40,22,28,35,40,2,96,38,95,79,71,13,95,72,98,33,83,99,79,97,86,8,62,18,2,38,15,38,30,87,19,64,37,39,82,73,55,97,18,89,52,71,56,82,48,6,66,14,50,17,48,25,57,39,87,69,95,60,0,30,71,70,83,48,13,88,60,55,99,29,90,61,18,88,94,49,10,54,23,88,78,48,68,6,88,52,63,45,45,56,22,86,13,52,58,70,59,76,5,77,89,56,69,50,25,81,0,42,9,3,98,58,89,46,48,35,33,96,4,0,90,55,73,69,87,66,41,59,92,61,41,37,86,37,70,39,32,96,13,27,32,38,6,96,62,91
Nigeria,22,33,56,57,85,41,49,86,85,28,53,3,53,0,95,79,3,99,94,9,4,41,31,84,56,71,34,94,64,52,45,37,54,17,43,74,68,45,52,20,14,44,40,70,71,3,83,21,42,36,99,36,93,65,13,90,96,30,88,20,73,90,85,50,90,44,9,24,35,95,41,54,97,76,38,87,31,72,47,24,25,48,51,2,48,8,57,84,36,40,54,56,64,37,4,85,11,93,48,12,22,97,17,9,55,7,4,1,31,79,74,42,17,68,24,82,96,63,41,77,35,39,81,48,20,91,73,45,88,99,15,47,61,43,26,17,77,88,22,43,44,54,69,95,80,31,18,54,59,82,0,1,59,17,0,22,14,92,33,89,54,37,80,81,68,8,37,97,6,11,93,45,53,41,48,79,84,52,31,38,79,85,61,65,38,10,45,30,52,68,65,12,84,26,17,61,58,55,94,84,31,51,1,81,99,35,82,74,83,67,68,11,89,94,99,89,38,14,45,31,26,90,0,96,73,88,87,96,27,92,91,81,32,4,37,57,73,67,33,51,39
Niue,84,96,96,86,91,96,71,69,43,43,83,18,71,39,8,86,41,57,1,44,85,35,39,65,12,32,96,79,9,51,55,49,10,54,88,98,81,94,0,39,70,74,11,58,77,1,52,69,24,71,96,71,46,67,96,82,58,9,67,77,81,82,38,50,2,37,10,80,48,31,25,15,0,97,2,42,80,47,75,88,41,35,69,71,24,16,65,7,3,66,93,75,44,99,96,21,54,42,51,21,48,65,1,85,41,69,47,59,25,38,13,8,52,74,50,73,10,21,35,19,65,60,46,99,79,73,34,33,12,32,23,14,53,17,93,14,4,12,13,19,60,38,99,59,21,89,34,10,97,19,79,94,67,27,76,0,28,7,13,25,46,76,27,19,84,4,90,1,59,7,49,58,24,28,27,32,16,36,95,0,98,75,33,12,17,34,70,98,36,76,92,61,30,5,32,86,96,73,57,96,35,1,52,41,1,5,65,83,96,18,96,23,67,21,96,75,51,52,58,35,63,22,47,99,64,17,84,85,67,88,71,79,92,28,68,92,46,87,36,19,66
Norfolk Island,47,68,3,98,73,85,15,21,33,89,60,13,77,16,88,92,84,94,96,39,64,9,72,72,91,9,19,39,3,37,34,62,94,7,99,94,59,55,15,99,93,1,47,53,30,37,36,49,29,4,0,11,69,13,53,64,40,73,42,38,99,8,17,62,7,36,57,74,60,2,80,13,18,43,25,14,70,85,37,73,16,94,4,67,43,0,72,15,62,34,64,80,17,20,87,95,46,2,94,59,80,81,56,51,32,32,37,75,97,33,37,87,50,31,80,10,75,15,69,14,39,89,32,48,82,6,88,46,89,73,55,23,34,17,28,1,59,3,26,30,85,77,29,38,56,90,53,98,8,36,8,27,45,16,18,77,0,46,60,3,10,18,20,6,63,12,52,12,49,33,31,81,23,46,3,42,75,28,23,36,18,86,47,10,13,19,27,79,15,56,82,46,53,9,89,70,89,33,87,77,1,84,17,77,91,61,35,81,33,14,71,72,70,66,23,4,39,66,83,7,78,50,74,16,6,8,5,94,81,6,43,4,22,86,55,63,46,32,99,44,42
North Korea,84,83,23,15,71,83,33,65,40,95,46,78,58,7,82,43,65,32,57,20,98,73,31,76,78,25,61,44,93,79,63,94,20,15,75,45,85,66,93,20,88,89,1,88,28,52,84,50,55,26,78,31,38,96,11,1,6,16,79,16,49,10,40,41,21,51,25,64,92,8,98,26,43,69,22,84,79,19,16,62,15,32,59,54,3,59,52,90,13,45,76,82,86,24,51,48,3,19,40,34,46,16,70,39,63,36,57,46,29,26,98,83,13,59,82,33,2,93,10,92,58,83,75,87,40,21,3,82,2,24,36,10,64,14,83,52,78,57,10,17,24,78,53,66,49,74,80,45,81,89,68,53,63,15,67,29,75,0,57,13,73,62,75,59,29,98,91,93,74,63,3,98,39,39,1,18,97,93,21,97,57,8,71,96,67,48,47,80,77,59,31,41,20,21,61,37,60,88,68,71,43,21,1,16,50,70,87,30,61,62,80,88,93,7,75,36,71,23,21,13,81,52,46,83,61,4,44,18,49,73,20,35,70,3,10,76,99,68,54,6,94
Norway,17,63,36,49,13,10,84,50,34,0,98,18,86,15,6,59,95,84,35,48,42,78,4,92,16,54,82,13,81,45,8,60,21,46,49,40,77,76,58,61,18,54,57,40,48,79,87,65,33,28,53,16,68,44,76,62,4,50,97,60,77,45,15,26,72,91,9,17,25,13,26,28,98,32,23,51,57,46,11,23,33,44,99,59,41,91,7,15,77,94,80,36,34,31,56,60,53,96,70,19,30,13,48,64,11,47,54,81,2,97,57,70,86,20,15,23,64,13,60,93,84,45,70,57,19,72,98,90,59,19,9,59,71,90,9,28,19,88,54,24,63,30,47,37,8,63,95,51,14,8,13,8,60,45,21,64,68,37,0,50,68,32,61,68,66,56,27,97,29,51,87,64,47,61,42,96,13,45,83,3,37,99,72,94,99,77,46,21,50,3,56,5,60,66,47,78,1,88,73,42,18,86,93,22,74,96,49,35,68,95,85,69,50,26,96,62,51,33,18,51,21,84,25,7,25,84,19,36,24,28,92,48,62,79,8,22,63,29,94,12,84
Oman,58,80,6,26,14,95,34,45,85,10,48,17,93,40,13,5,88,85,70,51,47,55,97,6,6,96,94,20,85,3,48,10,95,76,64,61,74,12,5,39,47,54,81,98,53,71,7,43,81,23,35,22,47,13,70,30,33,16,69,41,13,92,0,46,34,70,71,24,33,30,34,58,26,68,99,78,63,21,85,9,77,24,57,76,98,4,69,4,43,17,88,38,14,57,76,53,18,97,92,21,31,48,7,6,97,83,18,28,53,93,97,26,2,61,29,8,18,23,57,50,12,69,20,26,68,74,19,84,57,39,60,40,97,26,42,85,39,44,95,89,82,88,78,2,19,19,44,90,70,87,66,3,99,52,10,60,82,59,90,0,77,21,76,53,33,5,23,55,59,39,12,83,23,21,50,93,15,18,72,56,42,2,3,38,56,84,22,50,73,63,98,23,53,61,86,39,99,9,61,76,44,20,25,77,5,57,72,37,87,26,3,81,99,43,97,65,10,94,97,8,26,63,36,5,53,35,94,58,22,50,72,16,87,96,7,86,11,55,58,55,55
Pakistan,2,21,64,12,9,94,97,7,30,0,79,12,5,49,17,68,76,67,2,25,97,18,61,0,93,52,64,38,77,87,76,47,84,27,40,96,38,51,31,13,24,60,38,26,80,1,56,85,43,18,90,47,15,12,0,57,30,27,75,7,37,35,89,48,9,59,48,82,36,14,23,77,35,32,89,66,38,22,48,88,74,76,42,68,11,26,75,86,47,23,29,21,15,42,19,66,32,97,83,40,35,24,65,74,15,57,16,84,26,21,81,31,70,77,85,59,7,48,28,67,46,15,89,26,31,73,11,64,12,15,98,79,61,30,45,26,83,89,91,40,92,20,72,72,48,12,97,81,65,1,44,9,20,49,85,48,16,31,94,77,0,67,64,96,52,4,57,54,45,9,87,29,18,88,72,93,20,10,66,50,50,72,72,52,35,93,48,86,78,56,28,50,23,68,12,9,68,89,49,81,9,31,23,43,59,52,72,28,22,99,81,2,82,21,85,72,32,55,8,68,43,59,77,91,27,75,7,77,45,55,74,45,1,43,14,22,64,88,25,23,82
Palau,40,39,32,99,5,98,71,7,48,65,17,67,8,41,93,62,78,60,44,83,40,70,0,33,24,73,24,6,63,7,90,54,68,41,18,93,34,83,88,90,17,34,1,98,1,2,12,6,68,44,9,55,6,44,30,99,74,69,19,42,5,33,59,98,79,1,5,88,60,47,76,76,50,46,15,25,66,48,81,2,89,34,74,90,0,97,5,70,89,27,51,3,41,87,89,36,55,25,51,31,38,31,51,31,46,51,43,81,76,32,79,37,74,9,15,78,27,86,19,40,8,70,52,41,65,59,92,47,90,51,5,21,61,35,48,65,56,39,27,47,88,28,42,62,52,44,48,3,69,23,18,26,95,96,47,46,11,10,56,57,33,0,48,69,87,57,0,69,59,58,2,74,17,35,35,10,45,10,23,14,83,93,43,74,7,75,88,91,69,74,23,35,32,77,88,40,99,99,50,28,0,66,96,25,15,40,98,5,44,96,98,57,98,49,57,77,29,59,28,86,34,71,84,89,88,93,26,83,16,66,29,73,30,51,11,2,21,18,22,71,17
Palestine,57,19,3,25,81,65,16,3,36,46,26,68,8,37,39,77,94,67,59,50,63,89,54,88,54,0,16,17,44,7,7,3,7,1,32,60,1,59,58,11,50,86,11,56,40,33,47,95,7,55,86,81,94,29,52,45,20,18,94,29,36,98,64,7,67,98,33,37,98,3,65,69,34,25,88,89,46,47,88,2,33,37,3,1,32,4,68,30,57,12,48,24,9,90,26,39,22,63,23,36,14,89,62,7,24,67,92,54,44,25,5,87,47,20,74,62,95,31,38,26,88,37,37,28,9,35,22,42,18,52,8,82,93,66,88,64,24,70,82,13,33,76,67,34,73,3,61,7,27,80,22,82,91,36,29,6,65,0,95,43,48,10,0,92,87,63,48,97,88,89,57,15,45,53,88,5,44,97,38,2,56,96,50,71,1,12,29,31,31,90,10,95,82,71,5,84,94,61,28,72,52,78,4,11,44,56,18,84,90,9,59,97,85,63,46,49,16,90,77,36,18,15,46,91,75,69,30,70,75,55,95,84,55,33,0,52,39,37,43,71,2
Panama,46,53,25,85,76,73,28,32,21,65,19,69,35,3,87,60,88,34,64,47,65,64,96,59,30,83,83,55,98,81,72,48,65,88,34,74,86,11,98,3,62,46,18,78,31,16,15,1,11,49,85,55,67,52,44,47,79,88,3,62,30,13,78,64,93,22,40,18,10,2,70,3,39,29,79,66,22,55,65,32,76,29,5,95,93,86,77,95,32,21,13,15,42,54,68,72,12,77,10,24,83,33,70,81,79,48,31,99,96,48,70,0,98,30,95,71,8,23,28,79,83,3,35,29,85,63,0,82,87,2,45,99,25,57,49,28,93,55,51,54,55,6,5,41,91,59,5,23,62,97,55,37,47,71,3,27,86,98,65,55,68,37,44,0,44,61,50,55,59,54,22,86,48,5,8,52,52,1,83,0,58,63,35,0,71,29,97,60,25,49,56,63,58,95,11,93,3,82,75,10,9,13,34,54,35,76,96,56,61,7,75,69,7,3,56,50,11,97,73,90,17,5,94,33,62,95,4,21,47,43,21,57,21,92,92,22,55,21,35,31,20
Papua New Guinea,54,39,38,92,59,71,5,61,24,35,92,29,96,84,50,32,9,11,56,82,23,6,50,84,35,40,10,36,3,70,3,96,64,98,44,12,7,24,15,59,71,59,6,77,54,62,90,10,62,93,28,2,30,46,44,59,95,37,23,81,79,91,43,75,35,11,57,21,3,89,10,74,49,63,26,47,81,19,97,10,14,16,77,5,82,46,80,38,1,23,13,78,46,40,97,2,32,29,29,63,13,48,37,4,51,84,92,64,40,27,66,35,96,82,95,91,10,83,41,82,16,13,34,66,77,31,19,66,28,85,84,28,97,92,83,68,52,54,33,26,28,5,79,86,61,12,82,3,26,5,7,77,3,86,24,81,88,29,28,61,53,84,7,1,0,41,97,44,61,79,81,31,58,44,70,35,87,46,0,26,14,74,70,5,78,20,72,26,71,99,85,12,70,4,96,14,94,41,12,62,80,81,60,74,41,38,1,91,89,12,11,14,87,51,23,61,99,40,35,41,53,71,82,81,49,33,31,63,17,36,74,79,75,7,66,0,7,36,62,68,98
Paraguay,42,67,98,16,60,61,3,44,23,5,65,55,84,94,99,80,69,20,49,7,17,7,42,77,88,12,20,40,91,71,66,0,46,37,62,63,82,46,65,63,74,67,79,32,86,17,47,85,76,38,41,62,3,30,29,66,48,45,40,74,49,71,38,89,38,82,39,21,24,1,67,67,97,0,84,59,99,34,64,88,37,22,75,33,79,74,70,60,31,94,23,27,9,80,10,98,8,27,53,57,68,20,16,17,82,86,20,21,5,41,55,43,28,87,8,83,80,46,87,67,61,98,42,22,5,22,33,99,48,34,3,29,53,96,85,7,31,32,90,34,71,10,39,80,58,29,84,60,82,5,70,35,51,18,52,93,75,94,0,14,58,87,7,40,0,0,0,93,16,99,16,50,31,98,39,98,95,17,99,40,45,77,41,51,48,82,49,17,15,26,44,29,65,98,83,30,38,67,71,47,4,71,44,45,93,84,47,21,32,32,47,8,6,39,45,72,36,23,44,34,86,77,63,55,74,60,11,77,24,82,73,99,63,2,17,52,23,85,68,78,21
Peru,65,92,5,14,31,35,82,1,19,65,90,82,15,72,90,48,6,4,79,89,14,62,2,30,23,64,92,51,39,77,95,65,95,6,18,83,35,66,42,2,72,20,25,71,71,4,26,43,13,94,30,81,21,60,10,91,87,40,63,2,37,96,46,42,16,34,73,53,33,43,70,10,75,44,84,86,59,47,36,3,12,80,48,16,18,7,86,62,56,52,53,61,29,37,15,23,42,25,91,55,1,65,7,94,80,27,89,35,59,9,91,24,1,28,35,46,39,9,38,96,89,71,40,55,39,15,12,8,76,19,17,34,34,26,0,89,17,46,21,45,51,45,62,36,72,13,27,35,69,33,90,44,82,39,52,50,54,76,77,32,5,65,95,68,63,36,0,84,39,45,61,51,76,23,27,16,25,80,89,96,24,9,79,56,15,36,45,53,34,5,59,97,46,36,65,68,55,51,43,82,69,21,2,48,81,40,0,34,93,67,75,46,30,21,69,90,53,45,31,57,23,12,8,35,9,15,93,1,34,12,3,34,10,73,10,4,93,83,61,19,6
Philippines,54,77,70,93,90,49,32,96,1,6,23,34,58,23,64,17,95,60,13,29,74,77,19,27,79,16,9,50,64,49,53,95,57,41,29,48,98,78,66,21,88,60,56,2,36,56,53,41,34,71,58,96,21,22,93,3,68,2,29,46,52,0,2,84,24,45,72,95,52,72,40,39,97,13,88,88,86,89,7,52,74,29,38,22,28,37,37,80,39,72,97,51,3,61,88,88,23,80,58,50,41,62,80,37,86,2,64,31,56,78,77,19,31,16,91,45,77,71,55,90,42,87,50,38,84,76,6,42,69,43,14,39,43,27,1,97,44,68,44,82,23,71,97,77,7,23,3,18,65,0,52,68,2,27,35,56,83,79,64,56,39,63,5,88,3,67,11,0,18,9,2,25,16,4,54,1,26,8,69,99,65,63,63,93,6,22,94,38,14,42,21,68,48,29,89,58,40,79,12,24,76,67,49,43,14,81,77,14,32,8,77,74,91,10,49,19,45,87,8,72,91,58,46,3,57,15,79,11,4,43,14,87,98,51,73,48,19,35,79,49,92
Pitcairn Is.,93,41,52,40,38,33,83,54,3,40,37,7,40,86,13,22,74,85,93,90,61,14,77,73,65,5,46,2,21,49,87,15,88,71,4,34,94,31,76,34,22,49,9,67,11,4,24,69,20,10,83,61,13,90,27,93,10,17,31,86,55,55,56,54,65,15,2,66,2,4,77,73,23,57,92,50,73,68,36,78,26,0,36,30,20,52,18,94,46,17,45,71,61,30,46,98,54,15,46,1,15,55,3,9,34,92,89,1,98,66,75,7,0,62,32,93,88,43,28,52,53,35,29,93,98,22,83,94,26,56,93,64,74,32,59,27,30,78,54,50,13,67,46,81,83,90,9,58,92,43,94,29,24,86,30,57,17,7,68,72,51,20,21,13,5,66,77,26,0,34,78,49,99,68,67,87,26,66,82,14,37,83,26,63,30,87,1,93,13,33,53,16,88,88,63,85,6,48,17,29,68,76,4,32,49,74,67,39,7,99,76,37,88,38,90,61,43,85,29,16,78,57,53,38,8,38,33,12,58,11,98,97,61,19,69,82,6,66,30,11,31
Poland,81,10,89,77,79,35,38,71,28,75,1,41,11,1,14,61,96,11,66,58,51,65,35,81,77,50,0,98,86,89,0,43,35,83,84,36,59,77,54,75,88,83,92,95,3,34,14,41,33,81,69,46,3,91,78,60,52,97,90,26,75,76,93,3,31,56,48,67,68,43,63,56,49,55,39,15,82,77,27,8,95,87,79,4,87,50,18,83,29,48,16,77,56,48,26,83,62,64,78,66,60,90,2,10,74,12,4,7,96,43,28,38,79,84,50,46,17,0,31,71,62,52,31,92,45,5,28,12,35,13,9,81,67,63,54,15,11,58,66,1,65,44,87,6,44,68,82,52,70,23,4,95,23,94,59,1,29,18,53,24,91,97,93,47,74,10,63,22,79,0,78,95,84,82,75,93,64,29,18,92,71,61,11,67,82,6,90,46,28,89,43,77,88,77,0,12,77,17,38,8,18,49,99,55,30,48,33,79,73,50,98,75,45,6,52,73,99,89,96,84,99,55,80,72,81,3,87,56,59,69,73,85,31,83,6,88,55,40,34,73,90
Portugal,56,63,24,4,70,8,63,2,53,61,4,32,7,60,45,89,7,15,89,77,19,1,11,41,22,94,72,68,10,15,83,73,35,35,37,66,49,40,24,35,87,0,40,74,84,28,12,89,4,55,34,2,96,60,61,67,67,38,99,81,3,12,35,93,70,35,19,32,95,30,82,93,55,93,14,29,50,1,79,61,30,39,78,38,40,97,6,69,57,82,32,61,72,72,45,94,15,93,21,68,4,73,83,14,66,3,6,78,98,81,73,55,87,24,42,85,14,20,59,3,20,12,87,52,97,62,22,92,99,38,81,67,79,49,10,99,4,43,65,33,63,54,69,77,25,92,15,84,6,82,81,52,37,61,35,96,6,53,78,48,13,87,72,44,48,29,9,77,42,67,0,56,90,35,78,12,99,1,88,90,68,70,43,83,6,96,47,12,2,28,72,2,52,0,89,96,36,42,14,34,4,17,10,54,69,10,99,44,13,96,97,77,83,52,54,23,24,25,51,17,95,54,83,10,50,62,49,22,82,95,41,84,96,25,71,65,14,23,80,88,93
Puerto Rico,95,15,68,84,36,63,63,77,67,6,32,26,11,34,78,88,61,29,20,76,52,33,16,78,93,24,98,8,27,16,98,62,74,48,32,54,39,44,61,80,61,29,8,63,27,90,89,47,89,8,87,21,94,8,27,48,42,63,15,96,83,24,25,85,4,6,87,26,66,61,17,80,99,45,33,26,49,44,66,86,40,68,46,22,11,46,81,4,64,79,34,22,12,30,70,18,86,72,1,82,21,48,58,1,59,12,73,14,8,8,66,59,59,30,9,5,15,24,29,99,76,44,75,43,12,69,2,84,12,71,11,35,69,22,37,42,31,30,98,63,38,1,1,1,76,79,37,97,60,21,35,18,95,85,50,59,0,15,2,26,32,56,68,90,50,73,78,93,37,17,66,0,19,43,27,71,70,22,88,76,81,49,62,11,14,2,14,24,3,19,57,75,33,4,87,79,72,74,27,78,85,25,73,57,13,20,18,61,97,49,86,97,23,27,69,25,14,62,13,97,48,34,21,42,88,95,10,98,31,68,75,54,25,26,34,34,69,3,59,0,32
